상권_코드_명,시도명,시군구명,행정동명,위도,경도
선릉로132길,서울,강남구,청담동,37.51874059,127.0440142
선릉로133길,서울,강남구,논현2동,37.51812996,127.0381204
선릉로146길,서울,강남구,청담동,37.5225249,127.0437675
양천로73가길,서울,강서구,염창동,37.55061395,126.874861
남부순환로234길,서울,관악구,낙성대동,37.47743911,126.9577624
마포대로12길,서울,마포구,아현동,37.5473559,126.9547016
마포대로20길,서울,마포구,공덕동,37.55130328,126.9573926
천호대로197길,서울,강동구,길동,37.53808228,127.1474985
천호대로219길,서울,강동구,상일동,37.54743796,127.1717108
천호옛14길,서울,강동구,성내2동,37.53613539,127.1246735
천호옛길,서울,강동구,성내2동,37.53390203,127.1236063
풍성로37가길,서울,강동구,성내2동,37.53277974,127.128345
국회단지길,서울,관악구,은천동,37.48874869,126.9411909
중앙로32길,서울,양천구,신정1동,37.52114481,126.8610416
강서로5나길,서울,강서구,화곡1동,37.52854526,126.8421007
강서로5라길,서울,강서구,화곡2동,37.52990356,126.8544069
강서로8길,서울,강서구,화곡8동,37.5296371,126.8502667
개화동로23길,서울,강서구,방화2동,37.5661035,126.8086872
개화동로25길,서울,강서구,방화2동,37.56412073,126.8083301
곰달래로25길,서울,강서구,화곡8동,37.53210385,126.8487118
영등포로80길,서울,영등포구,신길1동,37.51202725,126.9199989
난향길,서울,관악구,난향동,37.46283908,126.9168864
남부순환로142길,서울,관악구,미성동,37.48023482,126.9130344
남부순환로151길,서울,관악구,신사동,37.48356161,126.9159024
남부순환로161길,서울,관악구,신사동,37.48405977,126.9196443
남부순환로172길,서울,관악구,미성동,37.48243015,126.9214324
송이로23길,서울,송파구,가락2동,37.49624664,127.1259416
관악로28길,서울,관악구,행운동,37.48498985,126.9585609
관악로30길,서울,관악구,청림동,37.48646764,126.9589559
관천로15길,서울,관악구,신사동,37.48730376,126.9201722
관천로22길,서울,관악구,신림동,37.48863117,126.9246372
개포로17길,서울,강남구,개포4동,37.48022145,127.0469537
개포로20길,서울,강남구,개포4동,37.47706771,127.0474831
사당로16가길,서울,동작구,사당4동,37.48304725,126.9704903
세무서길,서울,서대문구,홍제3동,37.59052816,126.9464665
양재대로62길,서울,송파구,가락본동,37.4980836,127.1182774
양재대로64길,서울,송파구,가락본동,37.49913391,127.1220788
양재대로71길,서울,송파구,방이1동,37.51058205,127.1255472
양재대로72길,서울,송파구,오금동,37.50947952,127.1286218
오금로11길,서울,송파구,방이2동,37.51283051,127.1116272
오금로36길,서울,송파구,가락본동,37.50164464,127.1250233
독산로78다길,서울,금천구,독산4동,37.47019085,126.9043416
동남로20길,서울,송파구,가락2동,37.49639879,127.1350225
마천로51길,서울,송파구,마천2동,37.49683792,127.1518164
백제고분로21길,서울,송파구,삼전동,37.50562231,127.0907951
백제고분로22길,서울,송파구,삼전동,37.50207424,127.0883028
백제고분로31길,서울,송파구,삼전동,37.50487112,127.095058
백제고분로32길,서울,송파구,삼전동,37.50033058,127.0944076
송이로32길,서울,송파구,문정1동,37.4885782,127.1267541
송이로36길,서울,송파구,문정1동,37.48397551,127.1253896
송파대로30길,서울,송파구,가락본동,37.49602717,127.1204001
동교로19길,서울,마포구,서교동,37.55807532,126.9170071
동교로25길,서울,마포구,연남동,37.55895112,126.9196658
동교로27길,서울,마포구,연남동,37.56066403,126.9211693
양천로14길,서울,강서구,방화2동,37.57108706,126.8093424
사당로16길,서울,동작구,사당4동,37.48083115,126.9720401
사당로20길,서울,동작구,사당1동,37.48114731,126.9756918
사당로23길,서울,동작구,사당3동,37.48899443,126.9726476
사당로23나길,서울,동작구,사당3동,37.4870398,126.9751811
논현로27길,서울,서초구,양재1동,37.47881804,127.0411417
영동대로112길,서울,강남구,삼성1동,37.51562365,127.0627778
영동대로65길,서울,강남구,대치2동,37.50267644,127.0623598
일원로3길,서울,강남구,일원1동,37.49285991,127.0842437
상암로14길,서울,강동구,천호2동,37.54789861,127.1282464
상암로4길,서울,강동구,천호2동,37.54837886,127.1257237
상암로51길,서울,강동구,명일1동,37.54789671,127.1454357
상암로5길,서울,강동구,암사2동,37.55280052,127.1278021
상일로5길,서울,강동구,상일동,37.54939437,127.1708553
성내로5길,서울,강동구,성내1동,37.53137959,127.1232627
대림로7길,서울,영등포구,대림2동,37.48914783,126.9040347
대림로8길,서울,영등포구,대림1동,37.49125773,126.9059543
화곡로13길,서울,양천구,신월5동,37.54155226,126.8330551
신촌로12길,서울,마포구,서교동,37.55478737,126.9321984
신촌로28가길,서울,마포구,아현동,37.5559406,126.9502034
신촌로30길,서울,마포구,아현동,37.55646409,126.95241
양화로11길,서울,마포구,서교동,37.5523891,126.9157006
가로공원로58길,서울,양천구,신월3동,37.53308984,126.8254144
곰달래로10길,서울,양천구,신월1동,37.52803526,126.8380856
곰달래로2길,서울,양천구,신월1동,37.52778784,126.8350882
양천로24가길,서울,강서구,방화1동,37.57231925,126.8136294
양천로24길,서울,강서구,방화1동,37.57020451,126.815276
양천로26길,서울,강서구,방화1동,37.57198146,126.8224484
양천로49길,서울,강서구,가양1동,37.57099779,126.8402566
양천로71길,서울,강서구,염창동,37.55335125,126.8732381
삼성로64길,서울,강남구,대치2동,37.50082893,127.0631952
일원로9길,서울,강남구,일원1동,37.49055313,127.0845238
테헤란로81길,서울,강남구,삼성1동,37.51060809,127.056779
고덕로10길,서울,강동구,암사1동,37.55280773,127.1294544
고덕로25길,서울,강동구,암사3동,37.55550477,127.1347782
고덕로61길,서울,강동구,고덕1동,37.55961094,127.1515928
구천면로36길,서울,강동구,천호1동,37.54257641,127.1339289
구천면로41길,서울,강동구,천호2동,37.54705676,127.1318095
구천면로42길,서울,강동구,천호1동,37.54489812,127.1364339
신길로60길,서울,영등포구,영등포본동,37.51306771,126.9133356
양평로19길,서울,영등포구,양평2동,37.53579412,126.8949914
양평로22라길,서울,영등포구,양평2동,37.53971285,126.894307
양평로28길,서울,영등포구,양평2동,37.54166474,126.8906947
여의대방로35길,서울,영등포구,신길6동,37.5015837,126.9186869
여의대방로39길,서울,영등포구,신길7동,37.50333285,126.9204379
망원로2길,서울,마포구,망원1동,37.5547579,126.9028982
매봉산로2길,서울,마포구,상암동,37.57711439,126.8956126
효령로23길,서울,서초구,방배1동,37.48285251,126.9930579
효령로31길,서울,서초구,방배1동,37.48470865,126.9941318
효령로34길,서울,서초구,방배3동,37.47996949,127.0000565
효령로72길,서울,서초구,서초2동,37.48674191,127.0273515
방배중앙로21길,서울,서초구,방배본동,37.49179873,126.9846215
청두곶길,서울,서초구,방배2동,37.47945504,126.9856076
서초중앙로8길,서울,서초구,서초1동,37.48746421,127.0198552
도신로29길,서울,영등포구,도림동,37.50954771,126.9054111
곰달래로3길,서울,양천구,신월1동,37.53140711,126.833123
진황도로27길,서울,강동구,천호3동,37.53915283,127.1337418
시흥대로84길,서울,금천구,독산2동,37.46109793,126.9022395
시흥대로94길,서울,금천구,독산2동,37.46405151,126.9001671
논현로10길,서울,강남구,개포4동,37.47513872,127.0495055
논현로115길,서울,강남구,논현1동,37.50827502,127.0311709
논현로123길,서울,강남구,논현1동,37.51072643,127.0284687
마포대로4길,서울,마포구,도화동,37.53777501,126.9468663
만리재옛길,서울,마포구,공덕동,37.5487896,126.9576882
망원로11길,서울,마포구,망원2동,37.55948129,126.9055744
구암길,서울,관악구,성현동,37.49040928,126.9469678
도곡로37길,서울,강남구,역삼2동,37.49522467,127.0431975
도산대로15길,서울,강남구,신사동,37.52060235,127.0243775
우장산로6길,서울,강서구,우장산동,37.55303913,126.8389256
월정로20길,서울,강서구,화곡1동,37.5295615,126.8406957
초록마을로3길,서울,강서구,화곡본동,37.54639142,126.8469403
초록마을로8길,서울,강서구,화곡본동,37.54079881,126.8489545
초원로16길,서울,강서구,방화1동,37.56549179,126.8149481
도신로15길,서울,영등포구,도림동,37.5075866,126.8982656
공항대로8길,서울,강서구,공항동,37.55908127,126.8121345
도림로6길,서울,구로구,가리봉동,37.48462806,126.8873519
범안로17길,서울,금천구,독산1동,37.46841542,126.8932996
벚꽃로56길,서울,금천구,가산동,37.48322756,126.883295
시흥대로120길,서울,금천구,독산4동,37.46864715,126.9007375
시흥대로138길,서울,금천구,독산3동,37.47261923,126.8991157
시흥대로141길,서울,금천구,독산1동,37.47500532,126.8972697
문성로5길,서울,금천구,독산3동,37.47803058,126.9055187
범안로11길,서울,금천구,독산1동,37.46856585,126.8903151
남부순환로248길,서울,관악구,인헌동,37.47467611,126.9675655
삼성로63길,서울,강남구,대치4동,37.49934503,127.0578109
모래내로15길,서울,서대문구,남가좌1동,37.57297854,126.9180773
북아현로4길,서울,서대문구,북아현동,37.56020548,126.9583835
세검정로1길,서울,서대문구,홍은1동,37.59355463,126.9446074
세무서2길,서울,서대문구,홍제2동,37.58788848,126.9469779
도산대로23길,서울,강남구,신사동,37.52101651,127.025769
도산대로30길,서울,강남구,논현2동,37.51795207,127.0301456
도산대로38길,서울,강남구,논현2동,37.51842005,127.0321819
도산대로50길,서울,강남구,논현2동,37.51995002,127.0380195
도산대로81길,서울,강남구,청담동,37.52709161,127.0473112
동광로12길,서울,서초구,방배4동,37.4889787,126.9856737
개포로28길,서울,강남구,개포4동,37.47786869,127.0496995
개포로82길,서울,강남구,개포2동,37.48886104,127.0677419
오금로46길,서울,송파구,가락2동,37.49368855,127.1334458
풍성로25길,서울,송파구,풍납1동,37.53529256,127.1207234
수색로8길,서울,서대문구,북가좌1동,37.5770237,126.9056088
신촌로37길,서울,서대문구,북아현동,37.55841254,126.9584977
연희로10길,서울,서대문구,연희동,37.56479737,126.9320762
응암로1길,서울,서대문구,북가좌2동,37.5813968,126.9098035
증가로10길,서울,서대문구,남가좌2동,37.57892954,126.9247501
논현로139길,서울,강남구,논현1동,37.51633989,127.0275886
독산로85길,서울,금천구,독산3동,37.47264001,126.9024053
중앙로36길,서울,양천구,신정1동,37.51955465,126.8573568
중앙로45길,서울,양천구,신정3동,37.52087097,126.8507594
중앙로47길,서울,양천구,신정3동,37.51806885,126.8507536
중앙로51길,서울,양천구,신월2동,37.52397229,126.84521
중앙로55길,서울,양천구,신월2동,37.5258921,126.8457264
동교로38길,서울,마포구,연남동,37.56137875,126.9256845
가재울로6길,서울,서대문구,남가좌2동,37.57572097,126.9231458
독립문로8길,서울,서대문구,천연동,37.56708066,126.9600436
명지대길,서울,서대문구,남가좌2동,37.58278522,126.9238518
동남로82길,서울,강동구,고덕2동,37.56101085,127.1626082
동남로85길,서울,강동구,고덕1동,37.5610486,127.154629
명일로13길,서울,강동구,둔촌2동,37.53330307,127.1433595
남부순환로365길,서울,강남구,도곡1동,37.48721599,127.039552
곰달래로31길,서울,강서구,화곡2동,37.53261202,126.8515506
곰달래로47길,서울,강서구,화곡2동,37.53514851,126.8553245
곰달래로53길,서울,강서구,화곡4동,37.53586287,126.8574389
곰달래로60길,서울,강서구,화곡4동,37.53089517,126.8623472
개봉로17다길,서울,구로구,개봉2동,37.49362727,126.8528829
개봉로1길,서울,구로구,개봉3동,37.48304902,126.8525419
도림로112길,서울,영등포구,도림동,37.50905888,126.9025955
논현로106길,서울,강남구,역삼1동,37.50629119,127.0367798
도림로147길,서울,영등포구,문래동,37.51530084,126.8900545
도림로63길,서울,영등포구,신길5동,37.4993103,126.9029474
도림천로21길,서울,영등포구,대림2동,37.48755124,126.9018319
난우길,서울,관악구,미성동,37.47626458,126.9175159
성안로3길,서울,강동구,성내1동,37.52692556,127.1261855
강남대로34길,서울,서초구,양재1동,37.48320662,127.0391881
남부순환로88길,서울,양천구,신정3동,37.51208799,126.8384255
논현로159길,서울,강남구,신사동,37.5226387,127.0239709
논현로26길,서울,강남구,도곡2동,37.4824746,127.0453496
논현로28길,서울,강남구,도곡2동,37.48392563,127.0442764
논현로63길,서울,강남구,역삼1동,37.49231651,127.0370104
논현로8길,서울,강남구,개포4동,37.47397539,127.0518901
공항대로59다길,서울,강서구,염창동,37.55059884,126.8692254
공항대로61길,서울,강서구,염창동,37.55204612,126.8662578
강동대로53길,서울,강동구,성내3동,37.52439642,127.1319846
동소문로13길,서울,성북구,동선동,37.59282817,127.0123874
동소문로15길,서울,성북구,동선동,37.59401713,127.0153316
동소문로26가길,서울,성북구,동선동,37.59429565,127.020529
동소문로2길,서울,성북구,삼선동,37.58920648,127.0091146
동소문로6길,서울,성북구,삼선동,37.58847678,127.0075407
증산로5길,서울,은평구,증산동,37.58378159,126.9061551
증산로9길,서울,은평구,증산동,37.58594517,126.9076808
암사종합시장,서울,강동구,암사1동,37.55093401,127.1291343
양지골목시장,서울,강동구,암사3동,37.55554708,127.1371549
고분다리골목시장,서울,강동구,천호1동,37.5424795,127.1319825
동서울시장,서울,강동구,천호2동,37.54208727,127.1281572
천호시장,서울,강동구,천호2동,37.54114175,127.1276691
성내골목시장,서울,강동구,성내2동,37.53386176,127.1275888
둔촌역전통시장,서울,강동구,성내3동,37.52772618,127.1354636
정릉아리랑시장,서울,성북구,정릉2동,37.60219856,127.0115283
고덕전통시장,서울,강동구,고덕2동,37.5577937,127.1694371
정릉시장,서울,성북구,정릉3동,37.60826249,127.0084147
길음시장,서울,성북구,길음1동,37.60294488,127.0220715
서울 종로구 종로5가역_2,서울,종로구,종로5.6가동,37.57350251,126.9998189
종로구청,서울,종로구,종로1.2.3.4가동,37.5729243,126.980756
서울 종로구 종로5가역_3,서울,종로구,종로5.6가동,37.57261043,127.0047317
서울 종로구 종로5가역_4,서울,종로구,종로1.2.3.4가동,37.57353851,126.9968757
인사동,서울,종로구,종로1.2.3.4가동,37.57309615,126.985318
홍익대학교 주변,서울,마포구,서교동,37.55213182,126.9215178
서울 강동구 명일역,서울,강동구,명일1동,37.55189902,127.1439044
등촌역,서울,양천구,목3동,37.54999086,126.8653901
서울 강동구 고덕역,서울,강동구,명일2동,37.55343532,127.1545227
서울 중구 약수역_1,서울,중구,약수동,37.55418465,127.0108079
서울 중구 약수역_2,서울,중구,다산동,37.55431088,127.0098459
서울 마포구 홍대입구역_1,서울,마포구,서교동,37.55447276,126.9190708
강서구청,서울,강서구,화곡6동,37.55268515,126.850662
신촌역,서울,마포구,대흥동,37.55425776,126.9357412
왕십리역_1,서울,성동구,행당1동,37.55900968,127.0337159
전농로3길,서울,동대문구,답십리1동,37.57055173,127.0565302
전농로4길,서울,동대문구,답십리2동,37.56641491,127.0590852
제기로21길,서울,동대문구,청량리동,37.58881218,127.0412927
돌곶이로27길,서울,성북구,장위2동,37.61089046,127.0537179
돌곶이로28길,서울,성북구,장위2동,37.61260043,127.0577626
돌곶이로41길,서울,성북구,장위1동,37.6174438,127.046281
장미원골목시장,서울,강북구,우이동,37.64500415,127.0143676
수유북부시장,서울,강북구,인수동,37.63632745,127.0160994
동북시장,서울,강북구,삼양동,37.62016329,127.0191768
방천골목시장,서울,강북구,송중동,37.61231256,127.0332303
숭인시장,서울,강북구,송천동,37.61353896,127.0292554
솔샘시장,서울,강북구,삼각산동,37.61937935,127.019675
화곡중앙골목시장,서울,강서구,화곡1동,37.53455995,126.8391464
대원종합시장,서울,강서구,화곡3동,37.54452131,126.8364545
남부골목시장,서울,강서구,화곡4동,37.53298295,126.8601824
영동전통시장,서울,강남구,논현1동,37.50917766,127.0241815
논현종합시장,서울,강남구,논현2동,37.50989594,127.0343499
청담삼익시장,서울,강남구,청담동,37.52236575,127.0576816
서울 강북구 미아삼거리역_1,서울,강북구,송중동,37.61263758,127.0308067
서울 종로구 동대문역_2,서울,종로구,창신1동,37.57134843,127.0128705
장안동사거리,서울,동대문구,장안2동,37.57150771,127.071439
동묘앞역,서울,종로구,창신1동,37.57332144,127.0143312
서울 종로구 광화문역_2,서울,종로구,사직동,37.57224686,126.972221
서울 동대문구 신설동역_1,서울,동대문구,용신동,37.57423885,127.0241686
신설동역,서울,종로구,숭인2동,37.57431146,127.0214291
장한평역_2,서울,동대문구,장안1동,37.56320616,127.0614369
서울 강서구 송정역,서울,강서구,공항동,37.56121331,126.8100579
남영역,서울,용산구,남영동,37.54221652,126.9718135
서울 용산구 숙대입구역,서울,용산구,용산2가동,37.5401459,126.9800742
공덕역,서울,마포구,아현동,37.54514705,126.9511724
서울 마포구 공덕역_2,서울,마포구,아현동,37.54533677,126.9524397
어린이대공원역,서울,광진구,군자동,37.54789234,127.0718465
녹사평대로32길,서울,용산구,이태원1동,37.53350693,126.9918765
녹사평대로40나길,서울,용산구,이태원2동,37.53510146,126.9889007
대사관로34길,서울,용산구,한남동,37.53114644,127.0058492
긴고랑로20길,서울,광진구,중곡2동,37.56004785,127.0839119
장한로5길,서울,동대문구,장안1동,37.56520463,127.0646983
장한로8길,서울,동대문구,장안1동,37.56382391,127.0685907
전농로29길,서울,동대문구,전농1동,37.58009401,127.0549524
장위전통시장,서울,성북구,장위2동,37.61154029,127.0512041
번동시장,서울,성북구,장위3동,37.62131736,127.0479938
녹사평대로46길,서울,용산구,이태원2동,37.53788551,126.9884817
새석관시장,서울,성북구,석관동,37.60821499,127.0526741
석관황금시장,서울,성북구,석관동,37.60976015,127.0620188
번동북부골목시장,서울,강북구,번1동,37.63585621,127.0300572
수유전통시장,서울,강북구,수유1동,37.6311637,127.0227936
밤나무골시장,서울,성북구,월곡1동,37.60879803,127.0355392
우이시장,서울,강북구,수유2동,37.6464179,127.0198635
강북종합시장,서울,강북구,수유3동,37.64232631,127.0256976
석관시장,서울,성북구,석관동,37.60897713,127.0604099
수유중앙시장,서울,강북구,수유3동,37.64033602,127.0212441
장한평역_1,서울,동대문구,장안1동,37.56216721,127.0666085
서울 강서구 발산역,서울,강서구,등촌3동,37.55967196,126.8400205
왕십리역_2,서울,성동구,왕십리도선동,37.56277561,127.0345213
시청역_1,서울,중구,소공동,37.56160641,126.9735718
미아사거리_2,서울,성북구,길음2동,37.60785391,127.0284604
서울 은평구 불광역_1,서울,은평구,대조동,37.60949402,126.9293514
동대문시장_2,서울,종로구,종로5.6가동,37.57033998,127.0029318
서울 종로구 동대문역_1,서울,종로구,창신2동,37.57199739,127.0103803
서울 은평구 불광역_2,서울,은평구,불광1동,37.61037784,126.9307889
서울 은평구 불광역_3,서울,은평구,대조동,37.61102519,126.9285119
영등포역_3,서울,영등포구,영등포동,37.51912369,126.9033177
여의도 시범아파트앞,서울,영등포구,여의동,37.51902118,126.9386446
서울 강남구 역삼역_2,서울,강남구,역삼1동,37.50316394,127.0391646
건대입구역,서울,광진구,자양3동,37.53849506,127.0716112
서울 광진구 건대입구역_1,서울,광진구,자양4동,37.54004698,127.06789
서울 강동구 천호역_2,서울,강동구,천호2동,37.53942172,127.1268515
서울 마포구 마포역_1,서울,마포구,도화동,37.53985658,126.9474532
광나루로24길,서울,광진구,화양동,37.54545709,127.0759292
광나루로36길,서울,광진구,구의1동,37.54383724,127.0862134
광나루로37길,서울,광진구,구의2동,37.54567404,127.0878903
서울 광진구 구의역,서울,광진구,구의1동,37.53799026,127.0855165
광나루로40길,서울,광진구,구의1동,37.54302417,127.0891319
퇴계로8길,서울,중구,회현동,37.55665201,126.9789947
퇴계로90길,서울,중구,신당5동,37.56368862,127.0219807
녹사평대로11길,서울,용산구,서빙고동,37.52177597,126.99319
녹사평대로26길,서울,용산구,이태원1동,37.53175903,126.992465
백운시장,서울,도봉구,쌍문1동,37.6557888,127.0153103
쌍문역골목시장,서울,도봉구,쌍문3동,37.64842427,127.0325665
방학동도깨비시장,서울,도봉구,방학2동,37.66531686,127.0354301
공릉동도깨비시장,서울,노원구,공릉1동,37.62232983,127.0759054
상계시장,서울,노원구,상계3.4동,37.66494511,127.0778528
상계중앙시장,서울,노원구,상계5동,37.6597784,127.0699936
경창시장,서울,양천구,신월2동,37.52475257,126.8424934
신월3동골목시장,서울,양천구,신월3동,37.53389343,126.8265666
신곡종합시장,서울,양천구,신월6동,37.51842206,126.8451649
신월6동골목시장,서울,양천구,신월6동,37.51804023,126.8425867
명일골목시장,서울,강동구,명일1동,37.54922136,127.1452911
당산역_2,서울,영등포구,당산2동,37.53545679,126.9008414
서울 강동구 천호역,서울,송파구,풍납1동,37.53831759,127.12298
서울시청,서울,중구,명동,37.56783346,126.979467
시청역_2,서울,중구,소공동,37.56439899,126.9713977
서대문구 서대문역_1,서울,종로구,교남동,37.56800154,126.965997
종각역 젊음의 거리,서울,종로구,종로1.2.3.4가동,37.56928496,126.9854885
종각역,서울,종로구,종로1.2.3.4가동,37.56959068,126.9811304
서울 종로구 광화문역_1,서울,종로구,사직동,37.56912099,126.9748483
서울 종로구 종로3가역_1,서울,종로구,종로1.2.3.4가동,37.56924939,126.989971
동대문시장_1,서울,중구,광희동,37.56730346,127.006882
이문로42길,서울,동대문구,이문2동,37.60073985,127.0646272
용마산로100길,서울,중랑구,망우3동,37.59063357,127.0994243
용마산로112길,서울,중랑구,망우본동,37.59919762,127.1044975
용마산로118길,서울,중랑구,망우본동,37.60101767,127.1044321
동일로100길,서울,중랑구,면목2동,37.58995239,127.0831529
창경궁로43길,서울,성북구,성북동,37.58883737,127.0036458
대흥로28길,서울,마포구,염리동,37.5551193,126.9470125
성균관로5길,서울,종로구,혜화동,37.58418826,126.9968526
숭인동길,서울,종로구,숭인2동,37.57689717,127.0221997
옥인길,서울,종로구,청운효자동,37.58069669,126.9664781
율곡로10길,서울,종로구,종로1.2.3.4가동,37.576061,126.9911248
율곡로16길,서울,종로구,종로5.6가동,37.57502512,127.0040413
이화장길,서울,종로구,이화동,37.57785421,127.0048453
퇴계로12길,서울,중구,회현동,37.55650836,126.9820957
퇴계로18길,서울,중구,명동,37.55685114,126.9849137
퇴계로46길,서울,중구,장충동,37.56122193,127.0008941
뚝섬로24길,서울,광진구,자양4동,37.53492309,127.0628279
오목로3길,서울,양천구,신월4동,37.52389979,126.8381738
오목로5길,서울,양천구,신월4동,37.52405629,126.8406283
은행정로5길,서울,양천구,신정1동,37.52119544,126.8581569
신목로5길,서울,양천구,신정2동,37.51848186,126.8725958
상도로61길,서울,동작구,상도1동,37.4944679,126.9570178
상도로62길,서울,동작구,상도1동,37.49621416,126.9526065
연서로5길,서울,은평구,역촌동,37.60421334,126.9144191
은평로10길,서울,은평구,응암1동,37.59975115,126.9242422
은평로13길,서울,은평구,녹번동,37.6024542,126.9243753
상도로47길,서울,동작구,상도1동,37.50307943,126.951607
도봉로109길,서울,도봉구,쌍문3동,37.6468929,127.0314441
도봉로114길,서울,도봉구,창1동,37.64759427,127.0363168
서초대로8길,서울,서초구,방배2동,37.48392441,126.989044
신반포로45길,서울,서초구,잠원동,37.51231446,127.0165817
언남길,서울,서초구,양재2동,37.47402412,127.0426992
주흥15길,서울,서초구,반포1동,37.50881828,127.0185149
주흥길,서울,서초구,반포1동,37.506061,127.0197697
구로동로7길,서울,구로구,가리봉동,37.4864081,126.8832788
독산로64길,서울,금천구,독산2동,37.46555074,126.9044605
독산로70길,서울,금천구,독산4동,37.46736977,126.9032148
신월로20길,서울,양천구,신월6동,37.51860224,126.8451532
오목로23길,서울,양천구,신정4동,37.52623281,126.8514501
오목로30길,서울,양천구,신정4동,37.5231272,126.85373
한천로130길,서울,강북구,번1동,37.63949565,127.0320868
한천로132길,서울,강북구,번1동,37.64073964,127.0296966
노해로33길,서울,강북구,수유2동,37.6467869,127.0221185
솔샘로65길,서울,강북구,송천동,37.6206844,127.0267096
수유로12길,서울,강북구,수유1동,37.63287585,127.02131
오패산로30길,서울,강북구,송중동,37.61464568,127.0347717
삼양로27길,서울,강북구,삼각산동,37.61887504,127.0181344
삼양로41길,서울,강북구,삼양동,37.6217132,127.017818
사당로8길,서울,동작구,사당5동,37.48289337,126.9677655
구로중앙로42길,서울,구로구,신도림동,37.50969377,126.8779945
구로중앙로7길,서울,구로구,구로4동,37.49063216,126.8909613
구로중앙로8길,서울,구로구,구로4동,37.49277815,126.8926996
남부순환로97길,서울,구로구,개봉2동,37.49415623,126.8580949
대방동2길,서울,동작구,대방동,37.50109407,126.9278025
사당로2차길,서울,동작구,사당5동,37.48660523,126.9667011
사당로30길,서울,동작구,사당1동,37.48153568,126.9807908
구로동로8길,서울,구로구,구로4동,37.48767285,126.8867028
국사봉1길,서울,동작구,상도3동,37.4984386,126.9320119
오패산로67길,서울,강북구,번1동,37.6355689,127.0257972
인수봉로56길,서울,강북구,인수동,37.63612037,127.014989
인수봉로72길,서울,강북구,인수동,37.64297711,127.0128716
인수봉로79길,서울,강북구,인수동,37.64350908,127.0086566
한천로139가길,서울,강북구,수유3동,37.6408401,127.0236916
한천로140길,서울,강북구,수유3동,37.64219052,127.0284622
덕릉로40길,서울,강북구,번2동,37.63423399,127.0317333
덕릉로41길,서울,강북구,번1동,37.63742414,127.0291741
도봉로13길,서울,강북구,송천동,37.6152334,127.0267869
한천로101가길,서울,성북구,장위1동,37.61964107,127.0490915
한천로76길,서울,성북구,석관동,37.61165955,127.0651576
삼양로54길,서울,강북구,송천동,37.62328917,127.0222927
삼양로77길,서울,강북구,수유1동,37.6288584,127.0151348
역말로9길,서울,은평구,대조동,37.61299398,126.9216124
한글비석로24길,서울,노원구,상계5동,37.66287654,127.0720479
한글비석로44길,서울,노원구,상계5동,37.66472476,127.0700435
삼양로8길,서울,성북구,길음2동,37.60759345,127.0248249
성북로8길,서울,성북구,성북동,37.59124293,127.0057067
서울시립대로4길,서울,동대문구,전농1동,37.57379882,127.0486652
약령시로17길,서울,동대문구,제기동,37.58500055,127.0425021
왕산로32길,서울,동대문구,용신동,37.57627017,127.0418179
왕산로33길,서울,동대문구,제기동,37.58207242,127.0422174
왕산로43길,서울,동대문구,청량리동,37.58498927,127.0484007
한천로109길,서울,강북구,번3동,37.62746438,127.0419938
솔매로41길,서울,강북구,미아동,37.62682098,127.0226223
솔매로45길,서울,강북구,미아동,37.62838839,127.0241408
솔매로50길,서울,강북구,송중동,37.62413482,127.0282627
종암로24가길,서울,성북구,종암동,37.60017555,127.0355577
종암로5길,서울,성북구,종암동,37.59341852,127.0341844
지봉로20길,서울,성북구,보문동,37.58309653,127.0192126
화랑로13길,서울,성북구,월곡2동,37.60532722,127.0416529
화랑로19길,서울,성북구,장위2동,37.60863061,127.0500129
화랑로1길,서울,성북구,월곡1동,37.60484324,127.0336574
장충단로8길,서울,중구,장충동,37.56214966,127.0083869
청구로17길,서울,중구,다산동,37.5586445,127.0117026
청구로1길,서울,중구,청구동,37.55808546,127.0153921
화랑로14길,서울,성북구,월곡2동,37.6013086,127.0422282
가좌로7길,서울,은평구,응암3동,37.58493549,126.919185
갈현로1길,서울,은평구,신사1동,37.59941547,126.908287
노해로60길,서울,도봉구,쌍문3동,37.6490095,127.0340172
노해로63다길,서울,도봉구,창5동,37.65453767,127.0454881
목동중앙서로7길,서울,양천구,목4동,37.5343763,126.8651806
목동중앙서로8가길,서울,양천구,목4동,37.53137577,126.865005
신목로2길,서울,양천구,신정2동,37.5197466,126.875727
왕십리로26길,서울,성동구,왕십리도선동,37.56424476,127.0326996
마조로16길,서울,성동구,마장동,37.5655292,127.044834
마조로1길,서울,성동구,사근동,37.56155755,127.0399535
매봉길,서울,성동구,옥수동,37.54751696,127.0137038
무수막길,서울,성동구,금호2.3가동,37.55284082,127.0208684
무학로6길,서울,성동구,왕십리도선동,37.56570415,127.0334926
무학봉28길,서울,성동구,왕십리2동,37.56209157,127.0319743
무학봉길,서울,성동구,왕십리2동,37.56061476,127.0287707
시흥대로62가길,서울,금천구,시흥1동,37.45627905,126.9041107
시흥대로63길,서울,금천구,시흥1동,37.45512982,126.8982011
신길로17길,서울,영등포구,신길5동,37.49768231,126.9064665
신길로39길,서울,영등포구,신길3동,37.5076306,126.9079809
신길로42가길,서울,영등포구,신길1동,37.50927532,126.9144824
신길로42길,서울,영등포구,신길4동,37.50660734,126.9131056
법원단지9길,서울,관악구,난곡동,37.47497031,126.922209
봉천로33길,서울,관악구,은천동,37.48430811,126.944055
