상권_코드_명,시도명,시군구명,행정동명,위도,경도
서림7길,서울,관악구,서림동,37.47238595,126.9403446
승방길,서울,관악구,남현동,37.47314715,126.9799677
선릉로18길,서울,강남구,개포2동,37.48339531,127.0615524
압구정로2길,서울,강남구,신사동,37.5210988,127.0195474
언주로81길,서울,강남구,역삼2동,37.49888341,127.0413563
월드컵로16길,서울,마포구,서교동,37.55730511,126.9110209
사평대로26길,서울,서초구,반포4동,37.49957541,126.999084
사평대로57길,서울,서초구,반포1동,37.50739424,127.0212177
서초대로15길,서울,서초구,방배4동,37.4892764,126.9890319
가로공원로76가길,서울,강서구,화곡1동,37.53370594,126.8405738
가로공원로80길,서울,강서구,화곡1동,37.536435,126.8398552
고척로52길,서울,구로구,고척1동,37.50152391,126.8559888
북촌로11길,서울,종로구,가회동,37.58131307,126.9841729
북촌로5길,서울,종로구,삼청동,37.58034865,126.9816938
능동로13길,서울,광진구,화양동,37.54512805,127.0688678
능동로19길,서울,광진구,화양동,37.54636952,127.0720714
능동로34길,서울,광진구,능동,37.55408404,127.0827961
동일로123길,서울,중랑구,중화2동,37.59866792,127.0788708
조원중앙로2길,서울,관악구,조원동,37.48189848,126.9087926
중앙길,서울,관악구,중앙동,37.48521212,126.9507818
청룡8길,서울,관악구,청룡동,37.48044229,126.9430177
법원단지길,서울,관악구,난곡동,37.47420268,126.9195644
복은길,서울,관악구,서림동,37.47443062,126.9391333
동광로39길,서울,서초구,반포4동,37.49742201,126.9997738
동산로10길,서울,서초구,양재2동,37.47036499,127.0454554
동산로19길,서울,서초구,양재2동,37.47369839,127.0463166
방배천로4안길,서울,서초구,방배2동,37.48106756,126.9834252
마방로2길,서울,서초구,양재2동,37.47188074,127.0397474
지양로7길,서울,양천구,신월7동,37.52127859,126.8322292
월드컵로19길,서울,마포구,망원1동,37.55656419,126.9082716
공항대로55길,서울,강서구,등촌1동,37.55435452,126.8600745
공항대로59길,서울,강서구,등촌1동,37.55278249,126.8641176
시흥대로150길,서울,금천구,독산3동,37.47647731,126.9011907
시흥대로153길,서울,금천구,가산동,37.47594023,126.8948378
시흥대로22길,서울,금천구,시흥3동,37.44103477,126.9051923
시흥대로36길,서울,금천구,시흥3동,37.44371978,126.9051776
신림로65길,서울,관악구,신림동,37.48531675,126.926687
북촌로5나길,서울,종로구,삼청동,37.58579084,126.9830171
삼청로5길,서울,종로구,삼청동,37.58526789,126.9805717
서달로10길,서울,동작구,흑석동,37.50353406,126.9630519
서달로14길,서울,동작구,흑석동,37.50695839,126.9647241
서달로15길,서울,동작구,흑석동,37.50848939,126.9624161
서달로8가길,서울,동작구,흑석동,37.50569614,126.961999
도봉로99길,서울,강북구,수유3동,37.64372242,127.027545
삼각산로28길,서울,강북구,수유3동,37.638399,127.0206997
동호로20길,서울,중구,장충동,37.55989709,127.0094279
동호로8길,서울,중구,약수동,37.55384214,127.0121998
성수이로7길,서울,성동구,성수2가3동,37.54214407,127.0548567
성수일로6길,서울,성동구,성수2가3동,37.54449647,127.0531384
답십리로64길,서울,동대문구,장안1동,37.5698622,127.0657437
고산자로6길,서울,성동구,행당1동,37.55749533,127.0360127
금호산2길,서울,성동구,금호2.3가동,37.54958775,127.0233232
여의대방로43나길,서울,영등포구,신길7동,37.50700009,126.9206602
신림동길,서울,관악구,신림동,37.4869112,126.9261428
양재대로101길,서울,강동구,성내3동,37.53312306,127.1355639
양재대로116길,서울,강동구,길동,37.53899924,127.1418203
양재대로124길,서울,강동구,길동,37.54198712,127.1446548
양재대로133길,서울,강동구,천호1동,37.54808219,127.1410906
학동로56길,서울,강남구,삼성2동,37.51558755,127.0427455
양재대로95길,서울,강동구,성내3동,37.5305741,127.1348012
양재대로96길,서울,강동구,둔촌2동,37.52946006,127.1397998
올림픽로48길,서울,강동구,성내1동,37.52873137,127.1225682
올림픽로71길,서울,강동구,천호2동,37.5409053,127.1211964
올림픽로77길,서울,강동구,천호2동,37.54320082,127.1231577
올림픽로78길,서울,강동구,천호2동,37.54254001,127.126076
올림픽로80길,서울,강동구,천호2동,37.54259066,127.1292331
삼양로20길,서울,강북구,송천동,37.61427003,127.0236039
화랑로32길,서울,성북구,석관동,37.60664415,127.0592529
화랑로40길,서울,성북구,석관동,37.61306631,127.0629163
상계로12길,서울,노원구,상계2동,37.65599421,127.0701033
상계로1길,서울,노원구,상계2동,37.65857544,127.0622293
마장로39길,서울,성동구,마장동,37.56805218,127.0443148
천호대로129길,서울,광진구,구의2동,37.55300527,127.0917014
여의대방로46길,서울,동작구,대방동,37.51195099,126.9274867
동일로163길,서울,중랑구,묵2동,37.61079777,127.0749876
망우로68길,서울,중랑구,망우본동,37.59774989,127.1012003
망우로73길,서울,중랑구,망우본동,37.6023166,127.1027239
면목로21길,서울,중랑구,면목4동,37.57245566,127.0823523
면목로33길,서울,중랑구,면목4동,37.57591492,127.0831486
면목로45길,서울,중랑구,면목3.8동,37.58158875,127.0865286
면목로56길,서울,중랑구,면목본동,37.58423477,127.0904037
양재대로91길,서울,강동구,성내3동,37.52829669,127.1329305
강서로5가길,서울,강서구,화곡1동,37.5290468,126.8466476
강남대로8길,서울,서초구,양재2동,37.46852784,127.0430239
부일로1길,서울,구로구,수궁동,37.49343781,126.8201468
새말로18길,서울,구로구,구로5동,37.50452716,126.892581
신도림로13길,서울,구로구,신도림동,37.5100293,126.880109
오류로8길,서울,구로구,오류2동,37.49319354,126.8448665
올림픽로98길,서울,강동구,암사1동,37.55109399,127.1311263
중앙로1길,서울,구로구,고척1동,37.49815339,126.8629275
사당로26길,서울,동작구,사당1동,37.48097658,126.9780436
시흥대로68길,서울,금천구,시흥1동,37.45773624,126.9011362
조원로10길,서울,관악구,조원동,37.48244403,126.9036702
목동동로12길,서울,양천구,목1동,37.52339323,126.8734359
목동동로8길,서울,양천구,신정2동,37.51697625,126.8717274
목동로19길,서울,양천구,신정4동,37.52504668,126.8614981
능동로3길,서울,광진구,자양4동,37.53428179,127.0657464
능동로4길,서울,광진구,자양3동,37.53227025,127.0697611
동일로18길,서울,광진구,자양4동,37.53946293,127.0650495
동일로24길,서울,광진구,화양동,37.54335431,127.0667275
뚝섬로23길,서울,광진구,자양3동,37.53716462,127.0664165
영신로9길,서울,영등포구,영등포본동,37.51246823,126.9070023
강서로15길,서울,강서구,화곡1동,37.53187889,126.8420485
강서로17가길,서울,강서구,화곡1동,37.53460201,126.8436267
강서로18길,서울,강서구,화곡8동,37.53496039,126.8490002
한천로40길,서울,동대문구,장안2동,37.57756332,127.0698939
경희대로3길,서울,동대문구,회기동,37.5924215,127.0506814
경희대로4길,서울,동대문구,회기동,37.59260023,127.0539992
난계로30길,서울,동대문구,용신동,37.57270685,127.025617
창신2길,서울,종로구,창신2동,37.57374535,127.0100749
우마길,서울,구로구,가리봉동,37.48300719,126.8883493
개봉로3길,서울,구로구,개봉3동,37.48578974,126.8538707
목동남로4길,서울,양천구,신정7동,37.50873541,126.8666179
양화로1길,서울,마포구,합정동,37.55055559,126.909637
양화진길,서울,마포구,합정동,37.5473953,126.912583
와우산로29가길,서울,마포구,서교동,37.55419912,126.9278079
와우산로29길,서울,마포구,서교동,37.55561444,126.9290628
와우산로3길,서울,마포구,서강동,37.54613974,126.9208564
영등포로62길,서울,영등포구,영등포본동,37.5159526,126.9156624
월드컵로25길,서울,마포구,망원2동,37.55757689,126.9015364
월드컵로36길,서울,마포구,성산2동,37.56680647,126.9056783
월드컵로7길,서울,마포구,합정동,37.55270938,126.9101663
월드컵로8길,서울,마포구,서교동,37.55363174,126.9146807
당산로31길,서울,영등포구,당산1동,37.52652282,126.8949931
당산로37길,서울,영등포구,당산2동,37.52995793,126.897613
조원로18길,서울,관악구,조원동,37.48273048,126.9128619
우사단로10길,서울,용산구,보광동,37.53179531,127.0006449
우사단로14길,서울,용산구,한남동,37.53373245,126.9983708
난계로11길,서울,중구,황학동,37.56669788,127.0223211
난계로21길,서울,중구,황학동,37.56933775,127.0226049
성대로1길,서울,동작구,상도4동,37.50118786,126.9341129
서초대로23길,서울,서초구,방배4동,37.49016855,126.9908636
면목로49길,서울,중랑구,면목3.8동,37.58283226,127.0863489
구로동로15길,서울,구로구,구로2동,37.48820038,126.882541
구로동로28길,서울,구로구,구로2동,37.49169307,126.8885173
구로동로38길,서울,구로구,구로2동,37.49488757,126.8842833
구로동로41길,서울,구로구,구로2동,37.49420891,126.8813556
구로동로42길,서울,구로구,구로2동,37.49756319,126.883906
서초대로25길,서울,서초구,방배4동,37.49006959,126.9930233
양지길,서울,관악구,삼성동,37.47101119,126.9307707
월드컵로10길,서울,마포구,서교동,37.55550451,126.9128904
월드컵로11길,서울,마포구,망원1동,37.55446491,126.9083308
국회대로7길,서울,강서구,화곡2동,37.53010643,126.8582305
신림로11길,서울,관악구,대학동,37.46699735,126.9392637
신림로28길,서울,관악구,서림동,37.47278891,126.9356075
신림로38길,서울,관악구,서림동,37.475881,126.938646
신림로48길,서울,관악구,서원동,37.4789148,126.9338386
관악로10길,서울,관악구,낙성대동,37.47669897,126.9542355
관악로14길,서울,관악구,낙성대동,37.47871729,126.9543813
학동로6길,서울,강남구,논현1동,37.51103321,127.0265687
학동로77길,서울,강남구,청담동,37.52030674,127.0481214
개봉로20길,서울,구로구,개봉2동,37.49271654,126.8597034
개봉로23가길,서울,구로구,개봉1동,37.49570701,126.858974
개봉로2길,서울,구로구,개봉3동,37.48908327,126.8578558
신목로6길,서울,양천구,신정2동,37.52096188,126.8747069
신월로15길,서울,양천구,신월4동,37.52008347,126.8410666
공원로6가길,서울,구로구,구로5동,37.50377708,126.8901392
동호로10길,서울,중구,청구동,37.55666215,127.0131962
동호로11길,서울,중구,다산동,37.55184235,127.0069372
동호로15길,서울,중구,다산동,37.55543725,127.0082277
상계로9가길,서울,노원구,상계2동,37.6595269,127.0686673
한천로46길,서울,동대문구,장안2동,37.58177917,127.0712337
휘경로14길,서울,동대문구,휘경1동,37.59342442,127.0634772
휘경로23길,서울,동대문구,이문1동,37.59699985,127.0662206
휘경로2길,서울,동대문구,이문1동,37.59511083,127.0605119
도봉로143길,서울,도봉구,방학1동,37.66227933,127.0392934
도봉로147길,서울,도봉구,방학1동,37.66463039,127.0407567
청룡길,서울,관악구,청룡동,37.48071425,126.9465676
신림로64길,서울,관악구,신림동,37.48550969,126.9329508
성미산로32길,서울,마포구,연남동,37.56304408,126.9233173
성산로4길,서울,마포구,성산1동,37.56361902,126.9083083
고무래로8길,서울,서초구,반포4동,37.50065616,127.0104722
남부순환로317길,서울,서초구,서초3동,37.48184307,127.0110123
남부순환로325길,서울,서초구,서초3동,37.48286996,127.0135677
남부순환로339길,서울,서초구,서초1동,37.48431042,127.0213469
논현로1길,서울,서초구,양재2동,37.47155309,127.0485649
천호대로170길,서울,강동구,성내2동,37.53298298,127.1319658
천호대로187길,서울,강동구,길동,37.53507913,127.1424578
증산로17길,서울,은평구,신사2동,37.59062375,126.9108341
갈현로33길,서울,은평구,갈현2동,37.62135876,126.9138784
갈현로41길,서울,은평구,갈현1동,37.62523369,126.9148141
석계로1길,서울,노원구,월계1동,37.61639105,127.0627378
한글비석로22길,서울,노원구,중계4동,37.66041533,127.0745048
고척로21나길,서울,구로구,개봉1동,37.5022838,126.8441917
고척로27길,서울,구로구,개봉1동,37.50488122,126.8461203
고척로27다길,서울,구로구,고척2동,37.50525367,126.848472
방배로18길,서울,서초구,방배1동,37.48587104,126.9964157
면목로55길,서울,중랑구,면목본동,37.58437316,127.0860677
창신5길,서울,종로구,창신2동,37.57437586,127.0120673
창신길,서울,종로구,창신2동,37.57621406,127.010279
뚝섬로48길,서울,광진구,자양2동,37.53121188,127.0765483
뚝섬로54길,서울,광진구,자양2동,37.52937115,127.0805853
뚝섬로58길,서울,광진구,자양2동,37.53061192,127.0843314
뚝섬로64길,서울,광진구,자양2동,37.53195195,127.0877045
면목로48길,서울,중랑구,면목3.8동,37.58235084,127.0915109
중앙로25길,서울,양천구,신정3동,37.51635884,126.8522615
남현3길,서울,관악구,남현동,37.47551653,126.9784069
경인로15길,서울,구로구,오류1동,37.49600476,126.8382114
경인로31길,서울,구로구,개봉1동,37.50058846,126.8500307
여의대방로61길,서울,영등포구,신길1동,37.51494853,126.9230611
영등포로25길,서울,영등포구,당산1동,37.52265957,126.8973288
영등포로27길,서울,영등포구,당산1동,37.52216587,126.8994789
영등포로35길,서울,영등포구,영등포동,37.52169115,126.9028392
종로65길,서울,종로구,숭인2동,37.57596059,127.019641
지봉로8길,서울,종로구,숭인1동,37.57641156,127.0165393
창경궁로35길,서울,종로구,혜화동,37.58707147,127.0012454
은평로20길,서울,은평구,응암1동,37.5993424,126.9337321
은평로3길,서울,은평구,역촌동,37.60037526,126.9146047
다산로39길,서울,중구,신당동,37.56430255,127.013673
강서로47길,서울,강서구,발산1동,37.55315512,126.8316485
강서로47라길,서울,강서구,발산1동,37.55130998,126.8329881
행운길,서울,관악구,행운동,37.47976458,126.9602484
호암로20길,서울,관악구,대학동,37.46794074,126.9342665
호암로24길,서울,관악구,대학동,37.47004066,126.9352933
영등포로84길,서울,영등포구,신길1동,37.51161414,126.9220353
신사로20길,서울,관악구,신사동,37.4879687,126.9175483
신원로3길,서울,관악구,신원동,37.48119033,126.9269963
양녕로6길,서울,관악구,중앙동,37.48375187,126.9493355
은천로25길,서울,관악구,성현동,37.48771617,126.9490162
인헌길,서울,관악구,인헌동,37.47172978,126.9674538
장군봉1길,서울,관악구,청룡동,37.48192863,126.9423495
장군봉2길,서울,관악구,청룡동,37.4826747,126.9388326
백제고분로33길,서울,송파구,석촌동,37.50502039,127.0997856
백제고분로34길,서울,송파구,석촌동,37.50097519,127.0994184
까치산로4길,서울,강서구,화곡본동,37.54078541,126.84556
남부순환로11길,서울,강서구,공항동,37.55590435,126.814406
가마산로61길,서울,영등포구,신길3동,37.50668212,126.9049171
경인로77길,서울,영등포구,문래동,37.51301546,126.8935077
경인로80길,서울,영등포구,문래동,37.51139504,126.8950595
경인로90길,서울,영등포구,문래동,37.51407653,126.9014578
연서로11길,서울,은평구,구산동,37.60785226,126.9129426
연서로13길,서울,은평구,구산동,37.61037562,126.9137438
연서로16길,서울,은평구,역촌동,37.60880195,126.918038
경인로35길,서울,구로구,개봉1동,37.4997004,126.8531651
경인로47길,서울,구로구,고척1동,37.50118362,126.8654099
솔샘로6길,서울,성북구,정릉3동,37.60937082,127.0065461
아리랑로4길,서울,성북구,동선동,37.59532324,127.0176871
다산로33길,서울,중구,신당동,37.56253675,127.0123371
다산로36길,서울,중구,동화동,37.56123835,127.0194673
다산로38길,서울,중구,동화동,37.56259925,127.0169324
한강대로52길,서울,용산구,한강로동,37.53159381,126.9721682
한강대로62길,서울,용산구,한강로동,37.53381065,126.9738306
한강대로7길,서울,용산구,한강로동,37.52449989,126.9613786
한강대로88길,서울,용산구,남영동,37.54482965,126.9728083
한남대로20길,서울,용산구,한남동,37.53490344,127.0086667
모래내로7길,서울,마포구,성산2동,37.56810793,126.9108496
방울내로9안길,서울,마포구,망원2동,37.56077475,126.9007286
백범로16길,서울,마포구,대흥동,37.54601796,126.9442805
성미산로11길,서울,마포구,성산1동,37.5629671,126.9161188
성미산로1길,서울,마포구,성산1동,37.56044685,126.9074633
도산대로89길,서울,강남구,청담동,37.52636907,127.0514739
등촌로13길,서울,강서구,화곡4동,37.53631699,126.8604703
국회대로56길,서울,영등포구,영등포동,37.52230066,126.9102141
만양로8길,서울,동작구,노량진1동,37.50937521,126.9464114
진황도로47길,서울,강동구,길동,37.53692806,127.1408886
천중로39길,서울,강동구,천호1동,37.54359657,127.1399506
천중로51길,서울,강동구,명일1동,37.544672,127.1447392
천호대로162길,서울,강동구,성내2동,37.53543783,127.1282137
당산로38길,서울,영등포구,당산2동,37.52853594,126.899459
안암로5길,서울,성북구,안암동,37.58215876,127.0233334
오패산로19길,서울,성북구,월곡1동,37.60973557,127.0337955
강서로45길,서울,강서구,화곡3동,37.54767224,126.8346144
강서로45다길,서울,강서구,화곡3동,37.54506887,126.8349822
은평로8길,서울,은평구,응암1동,37.59727859,126.9184696
응암로12길,서울,은평구,응암3동,37.58723272,126.9187523
응암로13길,서울,은평구,응암3동,37.5893747,126.9153532
금호산길,서울,성동구,금호2.3가동,37.55196717,127.0189783
둘레9길,서울,성동구,성수1가1동,37.53762259,127.0514364
뚝섬로5길,서울,성동구,성수2가1동,37.54254227,127.0509192
마장로27길,서울,성동구,마장동,37.56780282,127.0357008
공릉로12가길,서울,중랑구,묵1동,37.6176764,127.0823795
자양로26길,서울,광진구,구의1동,37.54126021,127.0864481
자양로45길,서울,광진구,중곡4동,37.55434946,127.0894849
방배로35길,서울,서초구,방배본동,37.49234879,126.9885791
도신로60길,서울,영등포구,신길1동,37.5107005,126.9167202
도신로62길,서울,영등포구,신길1동,37.51082808,126.9187899
디지털로37길,서울,영등포구,대림2동,37.49084544,126.8977229
디지털로57길,서울,영등포구,대림2동,37.49227079,126.899779
디지털로74길,서울,영등포구,대림1동,37.49487162,126.9070354
남현2길,서울,관악구,남현동,37.47550676,126.9746197
증가로20가길,서울,서대문구,북가좌2동,37.58074593,126.9192801
당산로46길,서울,영등포구,당산2동,37.53375683,126.9043962
남현길,서울,관악구,남현동,37.47376806,126.9757847
당곡길,서울,관악구,보라매동,37.49090404,126.9283777
대학14길,서울,관악구,대학동,37.46521151,126.9357836
대학길,서울,관악구,대학동,37.46762701,126.9372623
미성5길,서울,관악구,미성동,37.47458678,126.9148158
거마로20길,서울,송파구,마천2동,37.49835581,127.148506
응암로14길,서울,은평구,응암3동,37.59004444,126.919655
응암로22길,서울,은평구,응암3동,37.59343256,126.9202402
수색로18길,서울,은평구,수색동,37.58453787,126.8948097
한강대로43길,서울,용산구,한강로동,37.53159306,126.9691588
통일로12길,서울,종로구,교남동,37.57479366,126.9614998
방배로42길,서울,서초구,방배본동,37.49446632,126.9904107
사임당로17길,서울,서초구,서초1동,37.49313187,127.0178213
사평대로22길,서울,서초구,반포4동,37.49806169,126.9972407
통일로87길,서울,은평구,갈현1동,37.62386687,126.9186105
통일로92길,서울,은평구,불광2동,37.62503137,126.9219169
연서로34길,서울,은평구,불광2동,37.62143179,126.9288191
양산길,서울,관악구,삼성동,37.47367008,126.9323509
도림로12길,서울,구로구,구로3동,37.48671094,126.8889883
화곡로20길,서울,강서구,화곡1동,37.53875287,126.8349848
화곡로31길,서울,강서구,우장산동,37.54431976,126.8406078
화곡로44나길,서울,강서구,화곡6동,37.54892562,126.8488023
화곡로59길,서울,강서구,화곡6동,37.55456691,126.8496171
화곡로64길,서울,강서구,등촌1동,37.55591715,126.8558389
선유로55길,서울,영등포구,양평2동,37.53767843,126.8963805
선유서로24길,서울,영등포구,양평1동,37.52328209,126.8883119
백제고분로39길,서울,송파구,석촌동,37.5060167,127.1041978
백제고분로42길,서울,송파구,송파1동,37.50474961,127.1104503
백제고분로45길,서울,송파구,송파1동,37.50991322,127.1095305
백제고분로46길,서울,송파구,송파1동,37.50757497,127.1144356
백제고분로50길,서울,송파구,방이2동,37.51328439,127.1174417
삼전로13길,서울,송파구,잠실본동,37.50661607,127.087279
봉은사로109길,서울,강남구,삼성1동,37.51755231,127.0618066
평창길,서울,종로구,평창동,37.6123868,126.9755926
필운대로1길,서울,종로구,사직동,37.57806583,126.9666151
광성로6길,서울,마포구,신수동,37.54824965,126.9386433
대흥로21길,서울,마포구,대흥동,37.55419845,126.9430748
후암로28길,서울,용산구,후암동,37.54918287,126.9797323
송정12라길,서울,성동구,송정동,37.55135437,127.0681379
송정4가길,서울,성동구,송정동,37.54897774,127.0645824
아차산로11길,서울,성동구,성수2가3동,37.54561958,127.0596911
아차산로15길,서울,성동구,성수2가3동,37.54532049,127.0630856
아차산로5길,서울,성동구,성수2가3동,37.54852401,127.0529602
왕십리로14길,서울,성동구,성수1가2동,37.54946407,127.045741
왕십리로21길,서울,성동구,행당1동,37.55935269,127.0314412
장승배기로10길,서울,동작구,상도2동,37.50449824,126.9410994
디지털로27길,서울,구로구,가리봉동,37.48386489,126.8902023
디지털로32가길,서울,구로구,구로3동,37.48074535,126.8979628
디지털로32길,서울,구로구,구로3동,37.48326124,126.9004016
부일로11길,서울,구로구,수궁동,37.49778683,126.8304159
부일로15길,서울,구로구,수궁동,37.49423212,126.8334092
만양로14길,서울,동작구,노량진1동,37.51180837,126.947405
선유서로28길,서울,영등포구,양평1동,37.52458829,126.8880385
장승배기로19길,서울,동작구,노량진2동,37.50797472,126.9383483
장승배기로27길,서울,동작구,노량진2동,37.51112837,126.9386172
흑석로13길,서울,동작구,흑석동,37.50982202,126.9598253
흑석로9길,서울,동작구,흑석동,37.50796536,126.9581185
강남대로118길,서울,강남구,논현1동,37.50810459,127.0281058
강남대로136길,서울,강남구,논현1동,37.51312401,127.0244316
강남대로140길,서울,강남구,논현1동,37.51467413,127.0224414
봉천로13길,서울,관악구,보라매동,37.49118516,126.9314192
명륜길,서울,종로구,혜화동,37.58872019,126.9949955
백석동길,서울,종로구,부암동,37.59711313,126.9677616
오패산로3길,서울,성북구,월곡1동,37.60671687,127.0351305
통일로78길,서울,은평구,불광2동,37.61881714,126.9259105
장한로14길,서울,동대문구,장안1동,37.5656342,127.0698035
회나무로13길,서울,용산구,이태원2동,37.54075991,126.9908008
효창원로39길,서울,용산구,용문동,37.53801385,126.9582714
장한로25길,서울,동대문구,장안1동,37.57203217,127.06827
긴고랑로7길,서울,광진구,중곡1동,37.56575412,127.0796284
긴고랑로8길,서울,광진구,중곡1동,37.56188147,127.0771795
긴고랑로9길,서울,광진구,중곡3동,37.5652116,127.0824349
등촌로39길,서울,강서구,등촌2동,37.54613772,126.8603275
등촌로51길,서울,강서구,등촌2동,37.54903089,126.8611482
등촌로55길,서울,강서구,등촌2동,37.55032872,126.8614853
등촌로5길,서울,강서구,화곡4동,37.53384172,126.8625793
방화대로21길,서울,강서구,공항동,37.56284855,126.8128381
방화대로6라길,서울,강서구,공항동,37.55499981,126.8179166
공항대로38길,서울,강서구,우장산동,37.55778942,126.8404206
공항대로42길,서울,강서구,우장산동,37.55711779,126.8435004
대림로22길,서울,영등포구,대림1동,37.49497704,126.9036654
대림로29길,서울,영등포구,대림3동,37.49465621,126.8971636
대림로31길,서울,영등포구,대림3동,37.49708828,126.8964253
대림로34길,서울,영등포구,대림3동,37.49965022,126.8999953
대림로44길,서울,영등포구,대림3동,37.5024599,126.8982952
화곡로3길,서울,양천구,신월5동,37.5413101,126.8275564
화곡로4길,서울,양천구,신월5동,37.53794122,126.8281412
도봉로18길,서울,강북구,송중동,37.62044922,127.0305268
도봉로45길,서울,강북구,미아동,37.62417155,127.0252156
도봉로67길,서울,강북구,미아동,37.62977629,127.0222267
도봉로76길,서울,강북구,미아동,37.6331904,127.0253206
도봉로8길,서울,강북구,송중동,37.61093422,127.0326068
응암로34길,서울,은평구,응암1동,37.59737976,126.9215156
도화4길,서울,마포구,도화동,37.53921835,126.9508821
자양로50길,서울,광진구,구의2동,37.55194902,127.0943482
자양로53길,서울,광진구,중곡4동,37.55607878,127.0902565
자양번영로3길,서울,광진구,자양3동,37.53147509,127.0735278
천호대로109길,서울,광진구,중곡2동,37.55795899,127.0818497
천호대로123길,서울,광진구,중곡2동,37.55612611,127.0872348
광나루로52길,서울,광진구,구의3동,37.54049917,127.0920029
종암로19길,서울,성북구,종암동,37.59805022,127.032035
동광로1길,서울,서초구,방배본동,37.49450165,126.9839198
증가로23나길,서울,서대문구,북가좌2동,37.57981356,126.9131564
증가로6길,서울,서대문구,홍은2동,37.57807555,126.9278868
충정로4길,서울,서대문구,충현동,37.56079306,126.9642799
충정로6길,서울,서대문구,충현동,37.56281216,126.9672444
통일로11길,서울,서대문구,천연동,37.56926178,126.9621931
통일로37길,서울,서대문구,홍제1동,37.58699537,126.9445217
통일로39길,서울,서대문구,홍제1동,37.58773329,126.9426529
홍연길,서울,서대문구,연희동,37.57585135,126.9299719
홍제내길,서울,서대문구,홍제1동,37.58665816,126.9368682
성지3길,서울,마포구,합정동,37.54651432,126.9153225
숭문8길,서울,마포구,염리동,37.55165952,126.9471281
숭문길,서울,마포구,염리동,37.54819897,126.9455463
도화길,서울,마포구,도화동,37.54086678,126.9499305
독막로22길,서울,마포구,서강동,37.54688367,126.9289013
독막로32길,서울,마포구,신수동,37.54583428,126.9373326
독막로8길,서울,마포구,합정동,37.54700273,126.9179699
동교로17길,서울,마포구,서교동,37.55670473,126.915492
계동길,서울,종로구,가회동,37.58204315,126.986403
난계로27길,서울,종로구,숭인2동,37.57321203,127.0225948
돈화문로11가길,서울,종로구,종로1.2.3.4가동,37.57566433,126.9884192
연서로3길,서울,은평구,역촌동,37.60236463,126.9121224
연서로41길,서울,은평구,불광2동,37.62520576,126.9269124
갈현로7길,서울,은평구,역촌동,37.60366816,126.9083044
불광천길,서울,은평구,응암3동,37.59420468,126.9162876
서오릉로21길,서울,은평구,구산동,37.61388484,126.9076236
서오릉로8길,서울,은평구,대조동,37.60906696,126.9235872
암사길,서울,강동구,암사1동,37.5518275,127.1358241
낙성대역길,서울,관악구,인헌동,37.47513421,126.9627719
난곡로24길,서울,관악구,난곡동,37.46835643,126.921515
난곡로26길,서울,관악구,난곡동,37.47000607,126.9227115
난곡로34길,서울,관악구,난곡동,37.47230252,126.9210135
난곡로74길,서울,관악구,신사동,37.48631802,126.9149495
봉은사로29길,서울,강남구,논현2동,37.50996769,127.0354696
봉은사로43길,서울,강남구,논현2동,37.51082204,127.040458
봉은사로57길,서울,강남구,삼성2동,37.51345153,127.0444635
봉은사로68길,서울,강남구,삼성2동,37.51060142,127.0516893
삼성로115길,서울,강남구,삼성2동,37.51419744,127.0493277
삼성로147길,서울,강남구,청담동,37.52216341,127.0466067
삼성로57길,서울,강남구,대치1동,37.49720024,127.0586009
중앙로15길,서울,구로구,고척2동,37.50691066,126.8549605
서울 서초구 방배역,서울,서초구,방배1동,37.48269051,126.99749
매봉역,서울,강남구,도곡2동,37.48510624,127.0434856
문정역,서울,송파구,문정1동,37.48607663,127.1237084
양재역,서울,강남구,도곡1동,37.48589263,127.0360349
신대방삼거리역,서울,동작구,상도3동,37.49891382,126.9280987
교대역_4,서울,서초구,서초4동,37.49570014,127.0149609
대림역_1,서울,구로구,구로4동,37.49583084,126.8908181
은마아파트입구사거리_1,서울,강남구,대치1동,37.49792007,127.0605352
서울 영등포구 영등포시장역,서울,영등포구,영등포동,37.52014636,126.9090289
학동사거리_2,서울,강남구,청담동,37.52243598,127.0404416
서울 양천구 신정네거리역_2,서울,양천구,신정4동,37.52164046,126.8536651
서울 영등포구 여의도역_1,서울,영등포구,여의동,37.52054761,126.9292091
청담사거리_1,서울,강남구,청담동,37.52353291,127.0466641
청담사거리_2,서울,강남구,청담동,37.52376625,127.0489494
청담역_1,서울,강남구,청담동,37.52248418,127.0549554
청담역_2,서울,강남구,청담동,37.5231232,127.0564265
영등포유통상가,서울,영등포구,당산1동,37.52258427,126.8936864
청담사거리_3,서울,강남구,청담동,37.52510852,127.0494707
서울 영등포구 여의도역_2,서울,영등포구,여의동,37.52368993,126.9256653
아현가구거리상점가,서울,서대문구,북아현동,37.5577369,126.9588036
영등포전통시장,서울,영등포구,영등포동,37.5170981,126.905379
영등포청과시장,서울,영등포구,당산1동,37.52144614,126.9007468
도림시장,서울,영등포구,도림동,37.50983928,126.8984661
영일시장,서울,영등포구,문래동,37.51739192,126.9010915
양남시장,서울,영등포구,양평1동,37.52286131,126.8911972
대신시장,서울,영등포구,신길1동,37.51107053,126.9175907
사러가시장,서울,영등포구,신길3동,37.50627145,126.9097469
봉일시장,서울,관악구,은천동,37.48585519,126.9386944
봉천현대시장,서울,관악구,은천동,37.48654379,126.9465974
봉천중앙시장,서울,관악구,중앙동,37.48430358,126.9544683
