주차장명,유무료구분명,야간무료개방여부명,"토요일 유,무료 구분명","공휴일 유,무료 구분명",위도,경도,주소
삼전동공영주차장(구),유료,야간 미개방,무료,무료,37.50025109,127.0958954,송파구
안말(구),유료,야간 미개방,무료,무료,37.53150994,127.1299606,강동구
송파동 공영주차장(구),유료,야간 미개방,무료,무료,37.50704487,127.1133641,송파구
석촌고분 공영주차장(구),유료,야간 미개방,무료,무료,37.5019629,127.1022954,송파구
가락 2공영주차장(구),유료,야간 미개방,무료,무료,37.49483782,127.119624,송파구
거여동 공영주차장(구),유료,야간 미개방,무료,무료,37.49227702,127.1503834,송파구
풍납2 공영주차장(구),유료,야간 미개방,무료,무료,37.53604678,127.116075,송파구
풍납1공영주차장(구),유료,야간 미개방,무료,무료,37.53551936,127.1202916,송파구
공유) 대방동주민센터(8~22구간)(구),유료,야간 미개방,무료,무료,37.5074488,126.9263294,동작구
공유) 동작도서관(06~10구간)(구),유료,야간 미개방,무료,무료,37.50640367,126.940766,동작구
공유) 동작도서관(01~05구간)(구),유료,야간 미개방,무료,무료,37.50623522,126.9406153,동작구
공유) 동작도서관(16~19구간)(구),유료,야간 미개방,무료,무료,37.50676,126.941245,동작구
공유) 동작도서관(22~26구간)(구),유료,야간 미개방,무료,무료,37.506728,126.941458,동작구
공유) 등용로(구),유료,야간 미개방,무료,무료,37.51190914,126.931916,동작구
공유) 서울공고(93~94구간)(구),유료,야간 미개방,무료,무료,37.500392,126.922511,동작구
공유) 서울공고(95~99구간)(구),유료,야간 미개방,무료,무료,37.5004007,126.922199,동작구
공유) 장승배기로D(구),유료,야간 미개방,무료,무료,37.502943,126.939924,동작구
공유) 사당동 남일교회(1~19 구간)(구),유료,야간 미개방,무료,무료,37.4880271,126.9788722,동작구
공유) 서울공고(100~104구간)(구),유료,야간 미개방,무료,무료,37.5004036,126.922095,동작구
공유) 서울공고(110~114구간)(구),유료,야간 미개방,무료,무료,37.500421,126.921471,동작구
공유) 서울공고(105~109구간)(구),유료,야간 미개방,무료,무료,37.5004094,126.921887,동작구
공유) 사당3동 다112(구),유료,야간 미개방,무료,무료,37.4860487,126.9728352,동작구
공유) 동작도서관(67~70구간)(구),유료,야간 미개방,무료,무료,37.506008,126.9406307,동작구
공유) 동작도서관(71~76구간)(구),유료,야간 미개방,무료,무료,37.50617667,126.9404327,동작구
공유) 상도동 134번지 일대(102~123구간)(구),유료,야간 미개방,무료,무료,37.4976184,126.9536011,동작구
공유) 상도래미안(60~70구간)(구),유료,야간 미개방,무료,무료,37.5064223,126.9353749,동작구
공유) 장승배기로C(구),유료,야간 미개방,무료,무료,37.50250925,126.9402363,동작구
공유) 장승배기로B(구),유료,야간 미개방,무료,무료,37.50230825,126.9404043,동작구
공유) 장승배기로A(구),유료,야간 미개방,무료,무료,37.50221,126.940515,동작구
테헤란로78길(구),유료,야간 미개방,유료,유료,37.505566,127.055468,강남구
공유) 22-29(구),유료,야간 미개방,유료,유료,37.578564,126.812323,강서구
영동대로86길(구),유료,야간 미개방,유료,유료,37.508478,127.066642,강남구
적선동 버스전용 주차장(시),유료,야간 미개방,무료,무료,37.574712,126.974244,종로구
마장동 공영주차장(시),유료,야간 미개방,무료,무료,37.569138,127.034777,성동구
남산소파길 공영주차장(시),유료,야간 미개방,무료,무료,37.55706065,126.985953,중구
공유) 대림역 4번출구 (구),유료,야간 미개방,무료,무료,37.49418056,126.8932898,구로구
공유) 구로5동 주민센터(구),유료,야간 미개방,무료,무료,37.499947,126.888588,구로구
공유) 구로중앙로28길(구),유료,야간 미개방,무료,무료,37.4991995,126.8872005,구로구
고척리본타운주차장(구),유료,야간 미개방,무료,무료,37.505144,126.857434,구로구
공유) 능동로24길 IoT 공유주차장(구),유료,야간 미개방,무료,무료,37.55208,127.07901,광진구
대흥공영주차장(구),유료,야간 미개방,무료,무료,37.556133,126.945174,마포구
망원나들목공영주차장A동(구),유료,야간 미개방,무료,무료,37.553052,126.90051,마포구
신길역사(1번출구) 거주자우선주차장(구),유료,야간 미개방,무료,무료,37.51632409,126.9173971,영등포구
살피재 공유주차장(구),유료,야간 미개방,무료,무료,37.4972766,126.95394,동작구
살피재 주차장(구),유료,야간 미개방,무료,무료,37.4972758,126.953904,동작구
은평한문화공영주차장(구),유료,야간 미개방,유료,유료,0,0,은평구
공유) 창신동 49번~53번(창삼 제1공영주차장)(구),유료,야간 미개방,무료,무료,37.575867,127.012512,종로구
공유) 삼청동 주민센터(구),유료,야간 미개방,무료,무료,37.584849,126.981906,종로구
공유) 19-02(구),유료,야간 미개방,무료,무료,37.54945149,127.064395,성동구
공유) 14-02(구),유료,야간 미개방,무료,무료,37.54367961,127.0165213,성동구
공유) 19-01(구),유료,야간 미개방,무료,무료,37.54879226,127.0630485,성동구
공유) 03-15(구),유료,야간 미개방,무료,무료,37.56679769,127.0335764,성동구
공유) 03-20(구),유료,야간 미개방,무료,무료,37.56428676,127.0354557,성동구
공유) 18-05(구),유료,야간 미개방,무료,무료,37.548245,127.0564347,성동구
공유)  17-29(구),유료,야간 미개방,무료,무료,37.53601,127.05373,성동구
남산예장 관광버스전용 주차장(시),유료,야간 미개방,무료,무료,37.559821,126.989076,중구
장안1동 공영주차장(시),유료,야간 미개방,무료,무료,37.56941,127.066994,동대문구
공유) 성북구 복사골 주차장(구),유료,야간 미개방,무료,무료,37.594806,126.993478,성북구
공유) 성북구 도담도담 주차장(구),유료,야간 미개방,무료,무료,37.594584,126.993775,성북구
공유) 성북구 심우장 주차장(구),유료,야간 미개방,무료,무료,37.594546,126.994284,성북구
면목유수지 공영주차장(시),유료,야간 미개방,무료,무료,37.579494,127.081451,중랑구
공유) 중화2동 21구간(구),유료,야간 미개방,무료,무료,37.594142,127.072193,중랑구
공유) 화랑마을 공영(구),유료,야간 미개방,무료,무료,37.608739,127.080165,중랑구
공유) 용마산로524 공영(구),유료,야간 미개방,무료,무료,37.597816,127.100005,중랑구
DDP 패션몰 앞 관광버스 주차허용 구간(시),무료,야간 미개방,유료,유료,37.56786348,127.0114714,중구
성촌공원 남측 관광버스 주차허용 구간(시),무료,야간 미개방,유료,유료,37.53056542,126.9539125,용산구
성암로 관광버스 주차허용 구간(시),무료,야간 미개방,유료,유료,37.581002,126.892587,마포구
이태원 입구 관광버스 승하차 허용 구간(시),무료,야간 미개방,유료,유료,37.53413639,126.9892919,용산구
신세계면세점 명동점 앞 관광버스 승하차 허용 구간(시),무료,야간 미개방,유료,유료,37.56002165,126.9811522,중구
옥수유수지(평면) 공영주차장(구),유료,야간 미개방,무료,무료,37.541363,127.018293,성동구
공유) 19-21(구),유료,야간 미개방,무료,무료,37.550551,127.067161,성동구
공유) 동작도서관(11~15구간)(구),유료,야간 미개방,무료,무료,37.506775,126.941013,동작구
응봉동(평면) 공영주차장(구),유료,야간 미개방,무료,무료,37.549237,127.033572,성동구
뚝섬유수지(평면) 공영주차장(구),유료,야간 미개방,무료,무료,37.54982,127.041794,성동구
공유) 04-03(구),유료,야간 미개방,무료,무료,37.57153844,127.0363513,성동구
공유) 05-04(구),유료,야간 미개방,무료,무료,37.558425,127.039525,성동구
공유) 05-09(구),유료,야간 미개방,무료,무료,37.5644921,127.0472641,성동구
공유) 05-10(구),유료,야간 미개방,무료,무료,37.56016,127.048561,성동구
공유) 08-03(구),유료,야간 미개방,무료,무료,37.55237,127.03148,성동구
공유) 10-01(구),유료,야간 미개방,무료,무료,37.55423177,127.0170164,성동구
공유) 15-21(구),유료,야간 미개방,무료,무료,37.53743,127.04596,성동구
공유) 19-20(구),유료,야간 미개방,무료,무료,37.55783219,127.0721717,성동구
공유) 19-03(구),유료,야간 미개방,무료,무료,37.55121223,127.0661277,성동구
공유) 17-33(구),유료,야간 미개방,무료,무료,37.53674487,127.0594351,성동구
공유) 17-27(구),유료,야간 미개방,무료,무료,37.53542783,127.0528883,성동구
공유) 17-18(구),유료,야간 미개방,무료,무료,37.53925655,127.0600289,성동구
가오천 노상공영(구),유료,야간 미개방,무료,무료,37.6436257,127.0240783,강북구
아카데미 노상공영(구),유료,야간 미개방,무료,무료,37.64431926,127.0043915,강북구
화곡1-1 공영주차장(구),유료,야간 미개방,유료,유료,37.53142687,126.839887,강서구
곰달래 문화복지센터 공영주차장(구),유료,야간 미개방,유료,유료,37.52904612,126.8488608,강서구
홍은 1동 제4 공영 주차장(구),유료,야간 미개방,무료,무료,37.60142195,126.9489426,서대문구
창천중교 공영주차장(구),유료,야간 미개방,무료,무료,37.55473789,126.9394374,마포구
도화 공영주차장(구),유료,야간 미개방,무료,무료,37.54155295,126.9499337,마포구
빨래골 노상공영(구),유료,야간 미개방,무료,무료,37.63172752,127.0183421,강북구
면목2동공영주차장(구),유료,야간 미개방,무료,무료,37.58795027,127.0808579,중랑구
목동노외 공영주차장(시),유료,야간 미개방,무료,유료,37.53344049,126.8766097,양천구
중곡3동 마을공원 주차장(구),유료,야간 미개방,무료,무료,37.56993873,127.0846931,광진구
도화공영주차장(구),유료,야간 미개방,무료,무료,37.49982342,126.9355137,동작구
부군당길공영주차장(구),유료,야간 미개방,무료,무료,37.57823238,127.0546185,동대문구
구산동 마을공원 지하공동주차장(구),유료,야간 미개방,무료,무료,37.61473937,126.9084649,은평구
구세군길 공영주차장(무인)(구),유료,야간 미개방,무료,무료,37.62617605,127.0134424,강북구
가오리 공영주차장(구),유료,야간 미개방,무료,무료,37.64160736,127.0149816,강북구
삼양시장길 공영주차장(무인)(구),무료,야간 미개방,유료,유료,37.6259019,127.0157754,강북구
삼양마을공원지하 공영주차장(구),유료,야간 미개방,무료,무료,37.62274538,127.0184279,강북구
색동공원 공영주차장(구),유료,야간 미개방,무료,무료,37.63322721,127.0207105,강북구
비봉주차장(구),유료,야간 미개방,무료,무료,37.61217999,126.9565353,종로구
신도림역환승주차장(구),유료,야간 미개방,무료,무료,37.50733447,126.8916532,구로구
구로아트밸리 지하주차장(구),유료,야간 미개방,무료,무료,37.4969958,126.8895983,구로구
